Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Last Updated Date,44706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRF y la AIF,IBT,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3174880758.6997576,3212544456.3001924,2422790884.8210897,4570655886.722949,5313032698.1368761,6381525394.0926609,5050499284.9047775,5082941049.267581,6905481756.5199986,8041869818.7292929,8498148083.3372126,13294573314.626667,11270310471.952463,9598994464.5709496,9394034343.8781509,11747543358.900354,10007328860.311357,11805709812.516142,18982919086.80669,22266882425.684574,21921316934.919773,30986119441.58012,44295531912.581337,64731221519.777229,86698739812.197601,98132521247.977783,123877882855.56247,163960863193.65454,163006908341.22131,176486504109.7114,163364432930.07361,174128230841.8537,163244746189.80899,173995049310.58511,240916193541.48352,323463177533.26917,428404030072.15393,593053651880.55103,672299776455.1272,462613889003.66321,667105316938.57068,786302024277.87244,730086061431.45667,776091756569.75928,701591657844.3938,659664665816.39905,594738638495.14136,575768153959.95459,649176258171.17822,618096989211.30237,531386838886.21979,
total de la AIF,IDA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,683669998.99999988,511159999.70067996,689334983.83910966,927189998.59531581,746048909.87442732,1023314775.425257,1023644110.3149641,999391847.39606404,1056112623.6190213,1194026373.4726548,314118806.86064643,1530201263.7624903,1127561026.0682344,792163545.79288709,619596806.44565272,1367283776.0343068,481457113.01387477,1484964942.7865922,1482500760.369998,3471910404.9226599,1902934042.4880006,2121502534.8219485,3066045744.6525264,4484252124.5527353,4377383548.2896109,3666764529.3978214,4260256482.2861028,5345637917.9097137,5640525250.7065744,6462237853.6711111,6326112714.3442116,6739570192.3743296,8943417045.8774967,10774401448.43614,13075626115.654272,18438101288.23597,25147343474.562973,35536109233.476006,43160880569.782066,35659721178.410278,40913762553.834785,50036292229.678383,49736587770.192345,52142370976.130615,47166554302.503288,49664334675.884247,44437610268.817223,50353807508.900894,45877441261.796967,45678107817.480484,39736339178.55278,
mezcla de la AIF,IDB,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417619999.89999998,420630000,515769999.5,615749999.69999993,472459999.89999998,595518747.46824384,472620978.36919194,569046574.05151629,397335618.58745539,611564754.2154814,-280995598.8593393,1000268729.2971097,806209525.21358383,871070052.03790486,463058227.27130347,1108516178.7016468,401239865.97266638,1068507456.3119922,887134523.39523458,2353070649.7110796,991235562.28655601,1189955554.1532998,1537794812.5100307,2368176009.3358474,2653898683.4223514,1917880155.8737304,2029666370.5986657,1824847566.1413898,1665692209.1914949,2140135987.9731829,1996567479.506295,1782698893.7685199,3749475911.5883255,3796805555.8847437,3963982625.4438648,9045806761.7808552,12249927416.587158,16124792203.173069,17941188477.360798,15191777819.580248,12732156442.813791,15172192765.194172,11581586786.363831,12223629114.756519,13227129366.489214,12767615423.328827,10364699800.425274,14610110800.26853,12674585981.721117,12837102394.500786,11466762003.863647,
Indonesia,IDN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299069999.89999998,253520000,581000000,182120000,1292060000,747590000,235000000,417709999.89999998,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963.49087,-4550355285.7142801,-2977391857.1428599,145085548.722222,-596923827.78624105,1896082770,8336257207.6428499,4914201435.4007101,6928480000,9318453649.8266392,4877369178.4365101,15292009410.509899,20564938226.718498,21200778607.8727,23281742361.530499,25120732059.513401,19779127976.9576,4541713739.23769,20510310832.446899,18909826043.510502,24993551748.0098,19122144808.053902,
Sólo AIF,IDX,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,266049999.10000005,90529999.700680017,173564984.33910978,311439998.895316,273588909.97442734,427796027.95701319,551023131.94577193,430345273.34454805,658777005.0315659,582461619.25717354,595114405.71998572,529932534.46538067,321351500.85465044,-78906506.245017514,156538579.1743491,258767597.33265978,80217247.041208416,416457486.47460026,595366236.97476315,1118839755.2115798,911698480.20144486,931546980.6686486,1528250932.1424959,2116076115.2168884,1723484864.8672602,1748884373.5240917,2230590111.687438,3520790351.7683244,3974833041.51508,4322101865.6979275,4329545234.8379183,4956871298.6058092,5193941134.2891712,6977595892.5514002,9111643490.2104073,9392294526.4551105,12897416057.975811,19411317030.30294,25219692092.421303,20467943358.830029,28181606111.021,34864099464.484222,38155000983.828529,39918741861.374084,33939424936.014088,36896719252.555435,34072910468.391956,35743696708.632355,33202855280.075851,32841005422.979691,28269577174.689133,
Isla de Man,IMN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47659999.899999999,17789999.899999999,37909999.899999999,56969999.899999999,-10326246.7051639,-7706430.5425742399,-36060000,18090000,48570000,79159999.900000006,91920000,72079999.900000006,5639999.9000000004,19239999.899999999,106090000,117730000,212319999.90000001,91250000,252099999.90000001,236690000,73537638.388532907,276512438.97389299,550370024.92938304,973271468.72287405,2143628110.28392,2426057021.9109201,3577330042.34586,2634651657.77141,2168591054.37924,3584217307.1875601,5128093561.6268797,5208967106.2789402,3681984671.4342899,5429250989.8571701,7269407225.6143799,20029119267.139599,25227740886.6819,43406277075.810898,35581372929.6642,27396885033.783901,36498654597.858902,23995685014.214199,28153031270.320301,34576643694.138298,44009492129.531898,44458571545.797997,39966091358.738403,42117450737.264397,50610647353.591202,64362364994.375397,
No clasificado,INX,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,IRL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,32000000,25000000,31000000,52000000,51200000,158169999.90000001,172680000,136240000,375259999.89999998,336680000,286449999.89999998,203449999.90000001,242009999.90000001,169650000,121360000,163660000,250293354.5,322476620.39999998,257438683.09999999,192759335.69999999,621910999.89999998,1361668000,1458175000,1077890000,856979000,1442925000,2617483000,2028797815,8862216911,18210641710,25779436150,9650920350,29323796530,22781292820,-10607612700,47001243614.088203,22070063905.101002,59934755383.449097,23287686335.974098,53974309647.053001,37748455283.694099,23699352432.596001,58090414122.993301,70811172728.435501,97382259038.531799,237060224928.85901,102915688042.278,58300808407.781197,67361732390.109901,-46633226471.293404,32451687292.870201,
"Irán, República Islámica del",IRN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494399999.89999998,-101590000,345690000,909059999.89999998,164349999.90000001,80909999.900000006,28219999.899999999,-136090000,-78519999.900000006,42689999.899999999,-38149999.899999999,-112440000,-307630000,60539999.899999999,-19420000,-361949999.89999998,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000,1508000000,1342000000,
Iraq,IRQ,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6549999.9000000004,-8830000,-44920000,1350000,4389999.9000000004,300000,1610000,1530000,4120000,2419999.8999999999,-234000,-2749000,-1159999.8999999999,918000,-4291000,-3383000,390000,-6809999.9000000004,7685999.9000000004,93000,803000,-30000,,-1994000,1153000,7387999.9000000004,,-32000,-6655999.9000000004,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,-3146600000,
Islandia,ISL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,19800000,2799999.8999999999,-1500000,13199999.9,42399999.899999999,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,-4803187.8304259405,-18436099.077223901,8648079.0026127603,-1174.9654493625301,2394198.4539891798,-9309003.2336036991,83381484.122394904,148012830.03819901,154082591.966407,66639312.888167299,155160734.106047,163445772.28204799,91905493.057010606,335355205.00577402,755317000.39985704,3093680067.5708799,3876554983.1073699,6872169567.2065697,1203686964.6760199,63588140.754711598,256982201.68804601,1106958185.40328,1024164328.08698,472607545.77489799,766775539.04221404,1145767444.82301,-1066286957.46864,-6999892980.9370899,-622718386.26003397,-556463720.65285397,-1026281621.90661,
Israel,ISR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,17362500000,24283200000,
Italia,ITA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.37583995,549089964.645401,673181132.47582996,673103003.06247997,595350461.044662,644515567.89793205,109235548.026999,1129034014.86375,477670644.84912699,415373572.95160598,578156244.97169602,1124409632.59096,615183541.11424899,1194907474.9656899,1313182671.6535001,1066817195.71957,-153004673.09747201,4188118186.7751799,6789447588.5448599,2191462723.6002402,6440765876.2041998,2403349144.1684799,3118551014.8654599,3738910087.7631602,2208555822.6764398,4843882770.4967604,3548937154.0785198,3687266505.5148201,2640065101.3541899,6941768225.1282196,13172981900.399799,14878086498.845501,17239360004.883499,19572886733.572399,20100742901.803799,36762073074.939201,56995485107.010201,65975535145.486198,-9501579210.4655704,16607196344.8456,9930501390.9091091,34465481829.531898,34901033.014870599,19531411961.818501,17032744039.043501,13303439230.237499,25656663794.792,11138429977.1854,44249715319.148399,31185214397.321499,-22090942205.121498,
Jamaica,JAM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,162099999.90000001,175199999.90000001,97500000,73299999.900000006,30500000,61399999.899999999,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888.02673805,637901995.87295794,842342788.33614802,811902426.32225704,1376602630.06182,485164640.14718097,185775630.598887,172757165.409787,413333448.07163203,544747561.76705897,582148741.61411202,924977863.71003795,927976718.98249102,888835228.47860098,774620603.11408997,665415555.00252199,265100553.56134701,
Jordania,JOR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,559999.38197929505,2130438.4176322799,6830353.6989894696,25641693.891257402,-7530498.5416853298,11230237.214155201,56431307.452220902,26371066.469769102,33830643.461065501,140813771.70493099,59432045.5732508,34864661.930460997,77487832.892063797,24948927.455207501,22754208.381797701,39498588.016360402,23731746.1964068,-1349805.3126363601,37646775.310783699,-11887398.0426124,40722566.9809784,-33548530.148794301,2854731.7934229998,13308089.206563599,15514809.5909732,360930888.57545799,310014104.372356,157968970.38081801,913258110.01410401,273628171.251894,238222874.67932701,546967559.94358301,936812411.84767306,1984485190.40903,3544005641.74894,2622144778.84372,2826744496.3330102,2413098591.5493002,1688394366.19718,1486056338.0281701,1548450704.2253499,1946597204.0421,2178450704.2253499,1600281690.1408501,1552957746.4788699,2029718309.8591499,954929577.46478903,729718309.85915506,718028169.01408505,
Japón,JPN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,210000000,169000000,-42000000,202000000,226000000,113000000,21000000,8000000,239000000,278000000,189000000,439000000,416000000,-10000000,608713150.20000005,242107761.69999999,1177422254,-483800486.89999998,-1059696732,1806039008,1284268820,2755603983,210435439.5,888384470.89999998,41463072.350000001,-38203596.3353635,2486935040.4228101,2512021924.4741001,14780510030.7061,10688168325.6084,4926033619.1846199,11557373873.9419,8771535612.3150597,7527948175.2232504,5459618342.9407902,-2396909736.3050799,21631204435.6847,24624845329.5648,12226471578.7439,7440979284.1628599,-850717035.06823897,546962692.19072795,10648441636.2071,19752249424.087101,5252218412.3917198,40954181468.553299,18802251208.106899,25289367857.851799,40128439841.332603,62723096983.368698,
Kazajstán,KAZ,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199.1464,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842988.761801,16818890680,14275888207.0145,7456117901.0814505,13760291528.503401,13648134373.843901,10011293285.3074,7308112644.2512102,6577824049.6789999,17220962547.921501,4712631470.5260601,83409074.558090001,3718627330.68398,7406529078.868,
Kenya,KEN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,13800000,7400000,6299999.9000000004,17260000,23420000,17158747.468243901,46371850.856970102,56545225.665108599,34414129.635319903,84009903.280567899,78973745.620171204,14147557.1804225,13000894.9566675,23738842.682674799,10753527.417594001,28845949.041144501,32725776.788146101,39381344.2023682,394430.63937206601,62189917.268063702,57081096.178155802,18830976.835717302,6363133.1446810998,145655517.11454901,7432412.6023684898,42289248.458255403,108672931.624341,62096809.779930502,26548245.970046401,51953455.953955501,110904550.399762,5302622.9394056601,27618447.058205999,81738242.636621296,46063931.454386197,21211685.395222999,50674725.183069602,729054666.99678099,95584970.666538194,116259380.95905,178064198.569626,1450460112.2224901,1380167159.58831,1118819096.6443501,820934459.32497394,619719962.28582799,678803416.95392394,1266137282.66311,1625921130.6217699,1332436904.48383,716756223.60000002,
Kirguistán,KGZ,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.9609570601,5006732.8770431997,4661963.5447130296,45544627.799999997,175458810.07682601,42565248.299999997,182022902.5,207919477.59999999,376992152.10000002,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,144222600,403865100,-401518600,
Camboya,KHM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,-280000,-10000,190000,1350000,270000,,,,,1000000,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,115871733.049309,102225822.01171599,118308566.310881,146481995.06384501,130956363.872694,81580650.558065102,131416229.281784,379180190.60028303,483209382.71278697,867288538.643543,815180217.95837605,928393617.34889698,1404315448.8852999,1538883424.9002099,1988102944.6449499,2068470774.0046799,1853471158.09921,1822804151.2571199,2475915853.65763,2788084321.6581602,3212633447.0447001,3663032999.47049,3624644990.1329498,
